company,price_return,weight,weighted_return
BXPHARMA,0.0,0.11312236515946683,0.0
CENTRALPHL,0.0,0.00489654953987288,0.0
FARCHEM,0.0,0.008678887878268803,0.0
GHCL,0.0,0.0017286636499146077,0.0
IBNSINA,0.0,0.01975407554090792,0.0
IBP,0.0,0.004722742928643697,0.0
JHRML,0.0,0.015950876300939346,0.0
JMISMDL,0.0,0.003208168832491638,0.0
KEYACOSMET,0.0,0.010660957967399073,0.0
KOHINOOR,0.0,0.03506117508125328,0.0
LIBRAINFU,-0.0002484472049688602,0.004350102686396715,-1.0807708537627942e-06
MARICO,0.0,0.0303548711420831,0.0
NAVANAPHAR,-0.01109057301293892,0.014372349132646678,-0.00015939758742306733
ORIONINFU,0.0,0.015505153533705858,0.0
ORIONPHARM,-0.009036144578313476,0.019158012494102122,-0.00017311457072984274
PHARMAID,0.0035369774919615793,0.005444869319964082,1.925838023138511e-05
RECKITTBEN,0.0,0.007588226852525089,0.0
RENATA,-0.0017578125000000666,0.10446629861559391,-0.00018363216553523063
SALVOCHEM,0.0,0.004253860996268352,0.0
SILCOPHL,0.0,0.0037991756112936083,0.0
SILVAPHL,0.0,0.00306446061206987,0.0
SQURPHARMA,-0.0027855153203341088,0.39295895040574214,-0.001094593176617606
TECHNODRUG,0.0,0.005870566637058796,0.0
WATACHEM,0.0,0.004358759274714356,0.0
EHL,0.0,0.4302842167092482,0.0
SAIFPOWER,0.0,0.20512550525391762,0.0
SAMORITA,0.0,0.0900721207266571,0.0
SAPORTL,0.0,0.2745181573101771,0.0
APEXFOOT,0.0,0.22190541837285266,0.0
APEXTANRY,0.0,0.06613226994633101,0.0
BATASHOE,-0.002667285167575084,0.32454979851224247,-0.0008656668637111864
FORTUNE,0.0,0.1842686346873944,0.0
LEGACYFOOT,0.0,0.16103474732376002,0.0
SAMATALETH,0.0,0.04210913115741928,0.0
BSCPLC,0.0,0.09441184293030959,0.0
GP,-0.002902289584005291,0.6847956670534221,-0.001987475331661102
ROBI,-0.003875968992247958,0.2207924900162684,-0.0008557848450242732
ACFL,0.0,0.014193103713504041,0.0
AIL,0.0,0.02617968273476832,0.0
AL-HAJTEX,-0.021986353297952954,0.03237368350606054,-0.0007117792431203593
ALIF,0.0,0.017602701848704737,0.0
ALLTEX,0.0,0.006608407893264159,0.0
ANLIMAYARN,0.0,0.0036099522964217236,0.0
APEXSPINN,0.0037878787878788955,0.008533889565832583,3.232533926451828e-05
ARGONDENIM,0.0,0.023853590994550797,0.0
CNATEX,0.0,0.012268976413806323,0.0
DACCADYE,0.0,0.016908296300955316,0.0
DELTASPINN,-0.016949152542372947,0.012443932648066347,-0.00021091411267909143
DSHGARME,0.0,0.007835251071054794,0.0
DSSL,0.0,0.02390329428566483,0.0
DULAMIACOT,-0.005434782608695676,0.0075179506582078144,-4.085842749026004e-05
ENVOYTEX,-0.002331002331002474,0.04057304388949565,-9.457585988228004e-05
ESQUIRENIT,0.0,0.025204937311335465,0.0
ETL,0.0,0.01799953104420861,0.0
FAMILYTEX,0.0,0.013241400983063303,0.0
FEKDIL,-0.006249999999999978,0.018521741083901914,-0.00011576088177438656
GENNEXT,0.0,0.018164421031087008,0.0
HFL,0.0,0.006395312228482024,0.0
HRTEX,0.0,0.008413753078654707,0.0
HWAWELLTEX,0.0,0.018591889570189108,0.0
KTL,0.008928571428571397,0.014863725735753,0.0001327118369263656
MAKSONSPIN,0.0,0.016781577087608423,0.0
MALEKSPIN,-0.004184100418409997,0.03938266761126993,-0.00016478103603041636
MATINSPINN,0.0,0.05024930009988751,0.0
METROSPIN,0.0,0.008401088027596223,0.0
MHSML,0.0,0.015244760192126559,0.0
MITHUNKNIT,0.0,0.006899134830797434,0.0
MLDYEING,0.0,0.025145494912951993,0.0
MONNOFABR,0.0,0.018314969397449324,0.0
NEWLINE,0.0,0.006545168399957658,0.0
NURANI,0.0,0.004399066489883685,0.0
PDL,0.0,0.013948399943091664,0.0
PRIMETEX,0.0,0.0044951411637718,0.0
PTL,0.0,0.051768356360827404,0.0
QUEENSOUTH,0.0078125,0.015474077709505846,0.00012089123210551442
